"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"2296","Cass",72,72,8813,6764,112,15689,0.0054007300658641
"2297","Chippewa",23,23,3089,3424,46,6559,0.0022578487157883
"2298","Chisago",23,23,15705,12219,166,28090,0.00966960976162424
"2299","Clay",54,54,14365,12989,201,27555,0.00948544311077095
"2300","Clearwater",29,29,2438,1871,34,4343,0.00149502012085205
"2301","Cook",12,12,1489,1733,41,3263,0.0011232444518398
"2302","Cottonwood",28,28,3558,2727,50,6335,0.00218073968814132
"2303","Crow Wing",59,59,19106,14005,259,33370,0.0114871796990175
"2304","Dakota",137,137,108923,104609,1109,214641,0.0738873160856101
"2305","Dodge",19,19,5593,4118,87,9798,0.00337283148609449
"2306","Douglas",37,37,11793,8219,195,20207,0.00695599161456536
"2307","Faribault",33,33,4794,3770,59,8623,0.00296835332767838
"2308","Fillmore",37,37,5694,5825,91,11610,0.00399658844188172
"2309","Freeborn",40,40,7681,9733,136,17550,0.00604135462144911
"2310","Goodhue",44,44,13135,12100,209,25444,0.00875875937254422
"2311","Grant",23,23,1893,1856,31,3780,0.00130121484154288
"2312","Hennepin",430,430,255112,383823,4008,642943,0.221324596260875
"2313","Houston",27,27,5631,5276,93,11000,0.00378660403623591
"2314","Hubbard",34,34,6444,4741,92,11277,0.00388195761060294
"2315","Isanti",17,17,11093,7568,112,18773,0.00646235614293243
"2316","Itasca",80,80,10705,13290,171,24166,0.00831882483087972
"2317","Jackson",30,30,3033,2657,62,5752,0.00198004967422081
"2318","Kanabec",20,20,4527,3592,58,8177,0.00281482374584555
"2319","Kandiyohi",47,47,11704,9337,155,21196,0.00729644174109603
"2320","Kittson",37,37,1307,1333,26,2666,0.000917735123691357
"2321","Koochiching",35,35,3489,3662,54,7205,0.00248022564373452
"2322","Lac Qui Parle",31,31,2093,2390,36,4519,0.00155560578543182
"2323","Lake",18,18,2769,4212,43,7024,0.00241791879550191
"2324","Lake of the Woods",15,15,1428,921,27,2376,0.000817906471826956
"2325","Le Sueur",27,27,7746,6466,103,14315,0.00492774879806518
"2326","Lincoln",20,20,1737,1557,27,3321,0.00114321018221268
"2327","Lyon",33,33,7202,5292,88,12582,0.00433118654399274
"2328","Mahnomen",19,19,1132,1339,18,2489,0.000856805222381016
"2329","Marshall",60,60,3187,2308,36,5531,0.00190397335676553
"2330","Martin",37,37,6311,4590,67,10968,0.00377558846085777
"2331","McLeod",28,28,11409,6713,132,18254,0.0062836972797682
"2332","Meeker",30,30,6854,5292,94,12240,0.00421345758213886
"2333","Mille Lacs",25,25,7194,5667,110,12971,0.00446509463218327
"2334","Morrison",48,48,9698,6794,147,16639,0.00572775495990266
"2335","Mower",39,39,7591,12334,153,20078,0.00691158507632223
"2336","Murray",29,29,2719,2218,34,4971,0.00171120078764806
"2337","Nicollet",33,33,8688,8797,130,17615,0.00606373000893596
"2338","Nobles",40,40,5159,3898,67,9124,0.0031408159296924
"2339","Norman",33,33,1794,1954,28,3776,0.00129983789462062
"2340","Olmsted",75,75,37370,33287,482,71139,0.0244886567757987
"2341","Otter Tail",91,91,19737,12042,217,31996,0.0110141984312186
"2342","Pennington",34,34,3767,3117,75,6959,0.00239554340801506
"2343","Pine",47,47,7033,7128,119,14280,0.00491570051249534
"2344","Pipestone",22,22,3066,1900,46,5012,0.00172531449360131
"2345","Polk",82,82,8724,6729,122,15575,0.00536148707857948
"2346","Pope",30,30,3303,3301,51,6655,0.00229089544192272
"2347","Ramsey",178,178,95074,169979,1752,266805,0.0918440808989019
"2348","Red Lake",21,21,1164,963,27,2154,0.000741485917641104
"2349","Redwood",43,43,4897,3103,71,8071,0.00277833465240546
"2350","Renville",37,37,4431,3789,77,8297,0.00285613215351357
"2351","Rice",33,33,13881,16425,255,30561,0.0105202187228551
"2352","Rock",24,24,3086,1981,35,5102,0.00175629579935233
"2353","Roseau",44,44,5355,2442,67,7864,0.00270707764917811
"2354","Scott",44,44,36055,23958,323,60336,0.0207698673754845
"2355","Sherburne",30,30,25182,15816,239,41237,0.0141952900583873
"2356","Sibley",24,24,4669,3108,96,7873,0.00271017577975321
"2357","St Louis",184,183,40105,77903,725,118733,0.0408722597303998
"2358","Stearns",103,103,42881,34171,669,77721,0.0267544229363901
"2359","Steele",26,26,10388,7992,129,18509,0.00637147764606276
"2360","Stevens",25,25,3030,2821,49,5900,0.00203099671034471
"2361","Swift",31,31,2481,3165,54,5700,0.00196214936423133
"2362","Todd",38,38,6945,5034,103,12082,0.00415906817870929
"2363","Traverse",20,20,1076,1026,26,2128,0.000732535762646365
"2364","Wabasha",33,33,6120,5548,97,11765,0.00404994513511959
"2365","Wadena",24,24,4214,2791,52,7057,0.00242927860761062
"2366","Waseca",22,22,5456,4177,92,9725,0.00334770220476311
"2367","Washington",84,84,65751,61372,661,127784,0.0439879463787608
"2368","Watonwan",21,21,2970,2514,57,5541,0.0019074157240712
"2369","Wilkin",31,31,2303,1169,26,3498,0.00120414008352302
"2370","Winona",47,47,12525,14112,130,26767,0.00921418456708423
"2371","Wright",39,39,36176,22574,352,59102,0.020345079249965
"2372","Yellow Medicine",33,33,2878,2799,44,5721,0.00196937833557324
"2373","Adair",10,10,6367,4938,0,11305,0.00389159623905881
"2374","Andrew",19,19,5135,3069,0,8204,0.00282411813757085
"2375","Atchison",6,6,2137,1005,0,3142,0.0010815918074412
"2376","Audrain",21,21,6294,4318,0,10612,0.00365304018477595
"2377","Barry",19,19,9599,4223,0,13822,0.0047580400898957
"2378","Barton",16,16,4572,1373,0,5945,0.00204648736322022
"2379","Bates",16,16,5005,3397,0,8402,0.0028922770102231
"2380","Benton",13,13,5575,3381,0,8956,0.00308298415895716
"2381","Bollinger",15,15,4102,1754,0,5856,0.00201585029419977
"2382","Boone",92,92,37515,37480,0,74995,0.0258160336088647
"2383","Buchanan",51,51,19812,17798,0,37610,0.0129467434366211
"2384","Butler",25,25,11696,4666,0,16362,0.00563240138553563
"2385","Caldwell",10,10,2593,1645,0,4238,0.00145887526414253
"2386","Callaway",28,28,11108,6559,0,17667,0.00608163031892543
"2387","Camden",26,26,13122,6296,0,19418,0.00668438883414808
"2388","Cape Girardeau",36,36,23814,10568,0,34382,0.0118355472703512
"2389","Carroll",17,17,3155,1568,0,4723,0.00162583007846747
"2390","Carter",8,8,1797,964,0,2761,0.000950437613095213
"2391","Cass",48,48,27248,16681,0,43929,0.0151219753370734
"2392","Cedar",14,14,4238,1910,0,6148,0.00211636741952531
"2393","Chariton",17,17,2419,1890,0,4309,0.00148331607201278
"2394","Christian",28,28,22101,9058,0,31159,0.0107260722877341
"2395","Clark",12,12,1899,1794,0,3693,0.00127126624598356
"2396","Clay",75,75,51033,44522,0,95555,0.0328935407893202
"2397","Clinton",9,9,5282,4164,0,9446,0.00325166015693494
"2398","Cole",41,41,24750,11753,0,36503,0.0125656733758836
"2399","Cooper",15,15,5058,2400,0,7458,0.00256731753656794
"2400","Crawford",18,18,5686,3632,0,9318,0.00320759785542238
"2401","Dade",13,13,2963,1104,0,4067,0.00140001078321558
"2402","Dallas",14,14,4788,2407,0,7195,0.00247678327642885
"2403","Daviess",12,12,2351,1402,0,3753,0.00129192044981758
"2404","DeKalb",12,12,2941,1707,0,4648,0.00160001232367495
"2405","Dent",8,8,4369,1865,0,6234,0.00214597177835406
"2406","Douglas",25,25,4498,1741,0,6239,0.00214769296200689
"2407","Dunklin",21,21,6721,4901,0,11622,0.00400071928264852
"2408","Franklin",57,57,26428,18556,0,44984,0.0154851450878215
"2409","Gasconade",22,22,4753,2355,0,7108,0.00244683468086953
"2410","Gentry",11,11,2085,1200,0,3285,0.00113081765991227
"2411","Greene",140,140,77841,46626,0,124467,0.0428461131434704
"2412","Grundy",22,22,3171,1561,0,4732,0.00162892820904257
"2413","Harrison",12,12,2729,1279,0,4008,0.00137970081611214
"2414","Henry",20,20,6357,4456,0,10813,0.0037222317676199
"2415","Hickory",12,12,2790,2043,0,4833,0.00166369611882983
"2416","Holt",7,7,1864,811,0,2675,0.000920833254266459
"2417","Howard",10,10,2915,1972,0,4887,0.00168228490228044
"2418","Howell",21,21,11093,5118,0,16211,0.00558042163922003
"2419","Iron",12,12,2477,2157,0,4634,0.00159519300944702
"2420","Jackson",704,704,129612,180944,0,310556,0.106904782097934
"2421","Jasper",68,68,31846,13002,0,44848,0.0154383288924644
"2422","Jefferson",84,84,46624,46057,0,92681,0.0319042044256709
"2423","Johnson",21,21,12194,7778,0,19972,0.00687509598288214
"2424","Knox",6,6,1205,761,0,1966,0.000676769412294527
"2425","LaClede",25,25,10576,4212,0,14788,0.00509057277162333
"2426","Lafayette",20,20,9642,6397,0,16039,0.00552121292156252
"2427","Lawrence",20,20,11194,4506,0,15700,0.00540451666990034
"2428","Lewis",11,11,2862,1754,0,4616,0.00158899674829681
"2429","Lincoln",24,24,11316,8367,0,19683,0.00677561156774831
"2430","Linn",21,21,3420,2440,0,5860,0.00201722724112204
"2431","Livingston",14,14,4029,2278,0,6307,0.00217110105968544
"2432","Macon",13,13,4673,2857,0,7530,0.00259210258116876
"2433","Madison",8,8,2905,1970,0,4875,0.00167815406151364
"2434","Maries",11,11,2825,1563,0,4388,0.00151051077372756
"2435","Marion",22,22,7815,4568,0,12383,0.00426268343460993
"2436","McDonald",18,18,5443,2215,0,7658,0.00263616488268133
"2437","Mercer",10,10,1207,582,0,1789,0.000615839510984185
"2438","Miller",21,21,7795,2956,0,10751,0.00370088909032475
"2439","Mississippi",9,9,2903,2374,0,5277,0.00181653722720153
"2440","Moniteau",15,15,4743,1913,0,6656,0.00229123967865329
"2441","Monroe",9,9,2632,1645,0,4277,0.00147230049663463
"2442","Montgomery",11,11,3561,2147,0,5708,0.00196490325807587
"2443","Morgan",11,11,5654,3053,0,8707,0.002997269213046
"2444","New Madrid",24,24,4154,3714,0,7868,0.00270845459610037
"2445","Newton",24,24,17186,6563,0,23749,0.00817527811423332
"2446","Nodaway",20,20,6226,3830,0,10056,0.00346164456258075
"2447","Oregon",16,16,2769,1823,0,4592,0.00158073506676321
"2448","Osage",20,20,4975,1673,0,6648,0.00228848578480876
"2449","Ozark",11,11,3083,1560,0,4643,0.00159829114002212
"2450","Pemiscot",17,17,3398,3381,0,6779,0.00233358079651302
"2451","Perry",19,19,5583,2621,0,8204,0.00282411813757085
"2452","Pettis",26,26,11600,5801,0,17401,0.00599006334859464
"2453","Phelps",39,39,11874,6666,0,18540,0.00638214898471034
"2454","Pike",17,17,4312,3664,0,7976,0.0027456321630016
"2455","Platte",35,35,23298,18404,0,41702,0.0143553601381009
"2456","Polk",24,24,8586,3775,0,12361,0.00425511022653746
"2457","Pulaski",10,10,8618,3550,0,12168,0.00418867253753805
"2458","Putnam",11,11,1659,771,0,2430,0.000836495255277569
"2459","Ralls",9,9,2986,2031,0,5017,0.00172703567725414
"2460","Randolph",15,15,6550,3585,0,10135,0.00348883926429554
"2461","Ray",13,13,5672,5034,0,10706,0.00368539843744924
"2462","Reynolds",14,14,1895,1449,0,3344,0.00115112762701572
"2463","Ripley",14,14,3693,1907,0,5600,0.00192772569117464
"2464","Saline",19,19,5333,4428,0,9761,0.00336009472706352
"2465","Schuyler",6,6,1124,894,0,2018,0.000694669722284006
"2466","Scotland",8,8,1352,828,0,2180,0.000750436072635843
"2467","Scott",27,27,11330,6057,0,17387,0.0059852440343667
"2468","Shannon",11,11,2086,1160,0,3246,0.00111739242742016
"2469","Shelby",9,9,2280,1200,0,3480,0.00119794382237281
"2470","St Charles",164,164,95789,66826,0,162615,0.0559780559411365
"2471","St Clair",18,18,3098,1841,0,4939,0.00170018521226992
"2472","St Francois",29,29,12087,10748,0,22835,0.00786064574249518
"2473","St Louis City",208,208,27460,115414,0,142874,0.0491824786430154
"2474","St Louis County",480,480,244388,294402,0,538790,0.18547130806214
"2475","Ste Genevieve",14,14,3791,4281,0,8072,0.00277867888913602
"2476","Stoddard",22,22,9241,3946,0,13187,0.00453944976598572
"2477","Stone",21,21,10521,4576,0,15097,0.0051969419213685
"2478","Sullivan",15,15,1880,1178,0,3058,0.00105267592207358
"2479","Taney",22,22,13550,5585,0,19135,0.00658696983939764
"2480","Texas",22,22,7234,3664,0,10898,0.00375149188971808
"2481","Vernon",34,34,5731,3206,0,8937,0.00307644366107639
"2482","Warren",25,25,7882,5461,0,13343,0.00459315069595416
"2483","Washington",19,19,4638,4455,0,9093,0.00313014459104483
"2484","Wayne",19,19,3919,2249,0,6168,0.00212325215413664
"2485","Webster",15,15,10181,4648,0,14829,0.00510468647757657
"2486","Worth",7,7,691,436,0,1127,0.000387954795348897
"2487","Wright",19,19,6090,2188,0,8278,0.0028495916556328
"2488","Adams",27,27,6487,7844,23,14354,0.00494117403055729
"2489","Alcorn",16,16,8605,5425,69,14099,0.00485339366426273
"2490","Amite",21,21,4106,2973,15,7094,0.00244201536664159
"2491","Attala",21,21,4882,3014,14,7910,0.00272291253878418
"2492","Benton",11,11,1962,2234,12,4208,0.00144854816222552
"2493","Bolivar",28,28,4722,8560,21,13303,0.00457938122673148
"2494","Calhoun",22,22,4096,2211,13,6320,0.00217557613718281
"2495","Carroll",16,16,3652,1897,4,5553,0.001911546564838
"2496","Chickasaw",18,18,4193,4078,27,8298,0.00285647639024414
"2497","Choctaw",17,17,2598,1290,5,3893,0.00134011359209694
"2498","Claiborne",19,19,941,4338,8,5287,0.0018199795945072
"2499","Clarke",33,33,5027,2377,17,7421,0.00255458077753697
"2500","Clay",15,15,4333,4732,12,9077,0.00312463680335576
"2501","Coahoma",19,19,3643,6741,13,10397,0.00357902928770407
"2502","Copiah",20,20,6316,4902,18,11236,0.0038678439046497
"2503","Covington",17,17,5010,3135,21,8166,0.00281103714180931
"2504","DeSoto",35,35,35437,13247,128,48812,0.0168028832924316
"2505","Forrest",33,33,15966,9781,106,25853,0.00889955219534608
"2506","Franklin",14,14,2883,1566,9,4458,0.00153460734486724
"2507","George",22,22,6182,1715,19,7916,0.00272497795916759
"2508","Greene",14,14,3850,1421,16,5287,0.0018199795945072
"2509","Grenada",22,22,5844,4154,16,10014,0.00344718661989694
"2510","Hancock",26,26,12332,5023,96,17451,0.00600727518512298
"2511","Harrison",61,61,38781,22555,235,61571,0.0211949997377346
"2512","Hinds",120,120,34269,51370,208,85847,0.0295516906089767
"2513","Holmes",17,17,1925,6170,7,8102,0.00278900599105303
"2514","Humphreys",13,13,1626,2975,13,4614,0.00158830827483568
"2515","Issaquena",5,5,437,510,1,948,0.000326336420577422
"2516","Itawamba",31,31,6751,2771,35,9557,0.00328987043402787
"2517","Jackson",58,58,34035,15046,174,49255,0.0169553801640727
"2518","Jasper",20,20,3808,4081,16,7905,0.00272119135513135
"2519","Jeff Davis",21,21,2668,2959,24,5651,0.00194528176443356
"2520","Jefferson",16,16,627,2798,2,3427,0.00117969927565277
"2521","Jones",48,48,19032,7344,68,26444,0.00910299610311112
"2522","Kemper",23,23,2107,2454,10,4571,0.0015735060954213
"2523","Lafayette",17,17,9004,6218,76,15298,0.00526613350421245
"2524","Lamar",40,40,16288,3876,59,20223,0.00696149940225443
"2525","Lauderdale",54,54,19395,10026,60,29481,0.0101484430538428
"2526","Lawrence",26,26,4119,2355,21,6495,0.00223581756503202
"2527","Leake",21,21,4926,3212,16,8154,0.00280690630104251
"2528","Lee",42,42,19878,9895,107,29880,0.010285793509339
"2529","Leflore",19,19,4427,7240,7,11674,0.004018619592638
"2530","Lincoln",32,32,9889,4372,28,14289,0.00491879864307044
"2531","Lowndes",22,22,13690,10408,68,24166,0.00831882483087972
"2532","Madison",42,42,24015,12942,75,37032,0.0127477746063535
"2533","Marion",24,24,7845,3828,26,11699,0.00402722551090217
"2534","Marshall",24,24,5932,8472,24,14428,0.00496664754861924
"2535","Monroe",63,63,9223,6149,44,15416,0.00530675343841934
"2536","Montgomery",18,18,2953,2422,9,5384,0.00185337055737219
"2537","Neshoba",38,38,7581,2515,14,10110,0.00348023334603137
"2538","Newton",19,19,6156,2274,11,8441,0.00290570224271521
"2539","Noxubee",21,21,1698,4293,5,5996,0.00206404343647914
"2540","Oktibbeha",25,25,9068,7015,83,16166,0.00556493098634452
"2541","Panola",27,27,6734,6540,21,13295,0.00457662733288694
"2542","Pearl River",34,34,14612,4392,60,19064,0.00656252903152739
"2543","Perry",15,15,3729,1259,5,4993,0.00171877399572053
"2544","Pike",32,32,8547,7578,41,16166,0.00556493098634452
"2545","Pontotoc",33,33,8375,2591,52,11018,0.00379280029738611
"2546","Prentiss",21,21,6503,3306,38,9847,0.00338969908589227
"2547","Quitman",11,11,1360,2032,3,3395,0.00116868370027463
"2548","Rankin",51,51,41971,10738,178,52887,0.0182056479694917
"2549","Scott",24,24,6364,3780,9,10153,0.00349503552544574
"2550","Sharkey",10,10,1115,1553,52,2720,0.00093632390714197
"2551","Simpson",31,31,6810,3262,1,10073,0.00346749658700039
"2552","Smith",18,18,5566,1493,13,7072,0.00243444215856912
"2553","Stone",17,17,4072,1502,18,5592,0.00192497179733011
"2554","Sunflower",18,18,3492,6057,18,9567,0.00329331280133354
"2555","Tallahatchie",22,22,2725,3377,11,6113,0.00210431913395546
"2556","Tate",18,18,6663,4279,30,10972,0.00377696540778003
"2557","Tippah",28,28,6048,2983,34,9065,0.00312050596258895
"2558","Tishomingo",19,19,5288,2775,56,8119,0.00279485801547267
"2559","Tunica",12,12,845,1934,6,2785,0.000958699294628818
"2560","Union",39,39,7422,2710,29,10161,0.00349778941929028
"2561","Walthall",21,21,3873,2550,15,6438,0.00221619607138971
"2562","Warren",22,22,11773,8244,40,20057,0.00690435610498033
"2563","Washington",20,20,7031,10562,38,17631,0.00606923779662503
"2564","Wayne",25,25,5333,3155,15,8503,0.00292704492001036
"2565","Webster",18,18,3668,1318,6,4992,0.00171842975898997
"2566","Wilkinson",10,10,1563,2794,4,4361,0.00150121638200225
"2567","Winston",29,29,5375,3960,17,9352,0.00321930190426166
"2568","Yalobusha",13,13,3278,2656,16,5950,0.00204820854687306
"2569","Yazoo",27,27,5672,5013,30,10715,0.00368849656802434
"2570","Beaverhead",16,16,3066,1103,41,4210,0.00144923663568665
"2571","Big Horn",20,20,2026,2213,49,4288,0.00147608710067087
"2572","Blaine",11,11,1484,1300,28,2812,0.000967993686354125
"2573","Broadwater",5,5,1778,533,26,2337,0.000804481239334847
"2574","Carbon",16,16,3341,1847,75,5263,0.0018117179129736
"2575","Carter",4,4,623,76,5,704,0.000242342658319098
"2576","Cascade",38,38,18933,13616,371,32920,0.0113322731702624
"2577","Chouteau",12,12,1921,941,37,2899,0.000997942281913445
"2578","Custer",14,14,3294,1629,70,4993,0.00171877399572053
"2579","Daniels",7,7,764,326,21,1111,0.000382447007659827
"2580","Dawson",10,10,2884,1494,63,4441,0.00152875532044761
"2581","Deer Lodge",18,18,1725,2699,81,4505,0.00155078647120389
"2582","Fallon",6,6,1178,289,16,1483,0.000510503071430714
"2583","Fergus",16,16,4425,1582,75,6082,0.00209364779530789
"2584","Flathead",40,40,25966,11566,509,38041,0.0130951094674955
"2585","Gallatin",46,46,22368,16381,570,39319,0.01353504400916
"2586","Garfield",7,7,590,52,8,650,0.000223753874868485
"2587","Glacier",16,16,1828,2641,49,4518,0.00155526154870126
"2588","Golden Valley",2,2,396,119,4,519,0.000178658863164221
"2589","Granite",4,4,1144,404,18,1566,0.000539074720067766
"2590","Hill",22,22,3505,2997,105,6607,0.00227437207885551
"2591","Jefferson",14,14,3843,1880,62,5785,0.00199140948632952
"2592","Judith Basin",4,4,943,322,7,1272,0.000437869121281098
"2593","Lake",22,22,7240,4952,201,12393,0.0042661258019156
"2594","Lewis & Clark",54,54,16432,12655,386,29473,0.0101456891599983
"2595","Liberty",4,4,734,281,10,1025,0.000352842648831073
"2596","Lincoln",14,14,5884,2320,101,8305,0.00285888604735811
"2597","Madison",6,6,2868,983,45,3896,0.00134114630228864
"2598","McCone",9,9,791,320,16,1127,0.000387954795348897
"2599","Meagher",5,5,698,247,16,961,0.000330811498074792
"2600","Mineral",6,6,1242,542,43,1827,0.000628920506745728
"2601","Missoula",101,101,23951,26937,992,51880,0.0178590015818108
"2602","Musselshell",6,6,1662,538,27,2227,0.000766615198972488
"2603","Park",15,15,4771,3199,124,8094,0.00278625209720849
"2604","Petroleum",1,1,228,55,4,287,9.87959416727005e-05
"2605","Phillips",13,13,1677,456,20,2153,0.000741141680910537
"2606","Pondera",8,8,1852,956,24,2832,0.000974878420965463
"2607","Powder River",9,9,856,154,11,1021,0.000351465701908806
"2608","Powell",12,12,1968,751,41,2760,0.000950093376364646
"2609","Prairie",4,4,546,181,6,733,0.000252325523505538
"2610","Ravalli",22,22,13224,6128,222,19574,0.00673808976411651
"2611","Richland",15,15,3110,1120,47,4277,0.00147230049663463
"2612","Roosevelt",13,13,1760,2193,52,4005,0.00137866810592044
"2613","Rosebud",12,12,1982,1520,49,3551,0.00122238463024306
"2614","Sanders",10,10,3461,1501,98,5060,0.00174183785666852
"2615","Sheridan",8,8,1159,845,20,2024,0.000696735142667407
"2616","Silver Bow",47,47,6381,9307,288,15976,0.0054995260075368
"2617","Stillwater",8,8,2856,987,52,3895,0.00134080206555808
"2618","Sweet Grass",5,5,1502,443,15,1960,0.000674703991911125
"2619","Teton",5,5,2232,1047,47,3326,0.00114493136586551
"2620","Toole",12,12,1582,690,21,2293,0.000789334823189903
"2621","Treasure",3,3,348,121,8,477,0.000164200920480412
"2622","Valley",9,9,2476,1429,59,3964,0.00136455439996719
"2623","Wheatland",5,5,705,250,9,964,0.000331844208266492
"2624","Wibaux",1,1,407,144,6,557,0.000191739858925764
"2625","Yellowstone",69,69,40863,24101,793,65757,0.0226359746918877
"2626","Alamance",37,37,32914,20334,0,53248,0.0183299174292263
"2627","Alexander",17,17,10678,4657,0,15335,0.00527887026324342
"2628","Alleghany",7,7,2844,1898,0,4742,0.00163237057634824
"2629","Anson",11,11,3788,5350,0,9138,0.00314563524392034
"2630","Ashe",17,17,7254,4453,0,11707,0.00402997940474671
"2631","Avery",19,19,5589,1772,0,7361,0.00253392657370296
"2632","Beaufort",21,21,12355,6936,0,19291,0.00664067076936608
"2633","Bertie",12,12,3018,4770,0,7788,0.00268091565765502
"2634","Bladen",17,17,6145,6009,0,12154,0.00418385322331011
"2635","Brunswick",23,23,22819,14809,0,37628,0.0129529396977713
"2636","Buncombe",71,71,51686,50903,0,102589,0.0353149019521278
"2637","Burke",31,31,16075,10153,0,26228,0.00902864096930867
"2638","Cabarrus",42,42,40270,19464,0,59734,0.0205626368636832
"2639","Caldwell",24,24,20799,9839,0,30638,0.0105467249511087
"2640","Camden",3,3,2271,1329,0,3600,0.00123925223004084
"2641","Carteret",34,34,16904,7369,0,24273,0.00835565816105038
"2642","Caswell",11,11,4873,4543,0,9416,0.00324133305501794
"2643","Catawba",40,40,39017,18520,0,57537,0.0198063487666278
"2644","Chatham",22,22,12712,12679,0,25391,0.00874051482582417
"2645","Cherokee",16,16,7382,3617,0,10999,0.00378625979950534
"2646","Chowan",6,6,2240,1780,0,4020,0.00138383165687894
"2647","Clay",9,9,3185,1620,0,4805,0.00165405749037396
"2648","Cleveland",28,28,22509,14028,0,36537,0.0125773774247228
"2649","Columbus",26,26,10585,10101,0,20686,0.00712088100850691
"2650","Craven",26,26,23389,15072,0,38461,0.0132396888943336
"2651","Cumberland",65,65,48042,44328,0,92370,0.0317971468024646
"2652","Currituck",11,11,5954,2887,0,8841,0.00304339693494197
"2653","Dare",16,16,9247,6075,0,15322,0.00527439518574605
"2654","Davidson",42,42,41780,16962,0,58742,0.0202211540269609
"2655","Davie",14,14,12343,4225,0,16568,0.00570331415203241
"2656","Duplin",19,19,9468,6780,0,16248,0.005593158398251
"2657","Durham",61,61,34124,72986,0,107110,0.0368711962110207
"2658","Edgecombe",21,21,7990,12478,0,20468,0.00704583740124332
"2659","Forsyth",101,101,74743,62333,0,137076,0.0471865940791885
"2660","Franklin",17,17,11341,9127,0,20468,0.00704583740124332
"2661","Gaston",46,46,34492,15186,0,49678,0.0171009923011025
"2662","Gates",5,5,1920,2117,0,4037,0.00138968368129858
"2663","Graham",4,4,2687,1270,0,3957,0.00136214474285323
"2664","Granville",14,14,9438,8962,0,18400,0.00633395584243097
"2665","Greene",10,10,3790,2648,0,6438,0.00221619607138971
"2666","Guilford",160,160,97905,99223,0,197128,0.067858698223192
"2667","Halifax",30,30,7996,11322,0,19318,0.00664996516109139
"2668","Harnett",22,22,20649,11289,0,31938,0.0109942327008457
"2669","Haywood",29,29,14607,11222,0,25829,0.00889129051381248
"2670","Henderson",35,35,27390,14608,0,41998,0.0144572542103487
"2671","Hertford",13,13,2827,4903,0,7730,0.00266094992728214
"2672","Hoke",13,13,5180,5663,0,10843,0.0037325588695369
"2673","Hyde",7,7,1222,1042,0,2264,0.000779351958003463
"2674","Iredell",29,29,37841,17673,0,55514,0.0191099578606909
"2675","Jackson",18,18,7283,6700,0,13983,0.00481346220351697
"2676","Johnston",34,34,31304,14384,0,45688,0.0157274877461406
"2677","Jones",7,7,2564,1837,0,4401,0.00151498585122493
"2678","Lee",13,13,11443,7319,0,18762,0.00645856953889619
"2679","Lenoir",22,22,12745,9539,0,22284,0.00767097130395281
"2680","Lincoln",29,29,19878,9318,0,29196,0.0100503355856312
"2681","Macon",15,15,9416,5465,0,14881,0.00512258678756605
"2682","Madison",12,12,5113,4178,0,9291,0.00319830346369707
"2683","Martin",13,13,5302,5055,0,10357,0.00356525981848139
"2684","McDowell",17,17,10484,5274,0,15758,0.00542448240027322
"2685","Mecklenburg",190,190,154177,167051,0,321228,0.110578476486544
"2686","Mitchell",9,9,7218,2054,0,9272,0.0031917629658163
"2687","Montgomery",14,14,5619,4212,0,9831,0.0033841912982032
"2688","Moore",23,23,24149,13186,0,37335,0.0128520783357152
"2689","Nash",26,26,13709,10167,0,23876,0.00821899617901532
"2690","New Hanover",46,46,44804,35103,0,79907,0.0275069244294093
"2691","Northampton",18,18,3163,5558,0,8721,0.00300208852727394
"2692","Onslow",23,23,25396,10996,0,36392,0.0125274630987906
"2693","Orange",43,43,20673,42683,0,63356,0.0218094623017966
"2694","Pamlico",8,8,3650,2320,0,5970,0.0020550932814844
"2695","Pasquotank",13,13,6546,6895,0,13441,0.00462688589554971
"2696","Pender",17,17,9917,6928,0,16845,0.00579866772639944
"2697","Perquimans",7,7,2964,1971,0,4935,0.00169880826534765
"2698","Person",14,14,8928,6152,0,15080,0.00519108989694886
"2699","Pitt",38,38,28099,24386,0,52485,0.0180672648038038
"2700","Polk",10,10,4846,3516,0,8362,0.00287850754100042
"2701","Randolph",40,40,37109,12575,0,49684,0.0171030577214859
"2702","Richmond",16,16,7604,8229,0,15833,0.00545030015506574
"2703","Robeson",41,41,15471,17172,0,32643,0.0112369195958953
"2704","Rockingham",31,31,22450,14068,0,36518,0.0125708369268421
"2705","Rowan",46,46,34549,16517,0,51066,0.0175787928831294
"2706","Rutherford",24,24,16190,8106,0,24296,0.00836357560585342
"2707","Sampson",23,23,12374,9389,0,21763,0.00749162396732746
"2708","Scotland",10,10,5097,6330,0,11427,0.00393359312018797
"2709","Stanly",24,24,17744,7567,0,25311,0.00871297588737882
"2710","Stokes",20,20,13404,5702,0,19106,0.0065769869742112
"2711","Surry",29,29,17241,8153,0,25394,0.00874154753601588
"2712","Swain",5,5,2591,2416,0,5007,0.00172359330994847
"2713","Transylvania",18,18,9172,5707,0,14879,0.00512189831410492
"2714","Tyrrell",6,6,850,727,0,1577,0.000542861324104002
"2715","Union",43,43,42266,17639,0,59905,0.0206215013446102
"2716","Vance",16,16,6870,8749,0,15619,0.00537663349472442
"2717","Wake",197,197,172563,162750,0,335313,0.115427050836579
"2718","Warren",14,14,2737,4973,0,7710,0.0026540651926708
"2719","Washington",6,6,2465,2931,0,5396,0.001857501398139
