,weight,stratum,psu,qn8,domain
8050,0.5249,214,480290,2.0,domain2
8051,0.7849,214,480290,,domain2
8052,0.7213,214,480290,,domain2
8053,0.7213,214,480290,1.0,domain2
8054,0.7849,214,480290,,domain2
8055,0.7849,214,480290,1.0,domain2
8056,0.8503,214,480290,1.0,domain2
8057,0.8918,214,480290,1.0,domain2
8058,0.8503,214,480290,1.0,domain2
8059,0.8918,214,480290,2.0,domain2
8060,0.8918,214,480290,1.0,domain2
8061,0.8503,214,480290,1.0,domain2
8062,0.9771,214,480290,2.0,domain2
8063,0.8503,214,480290,1.0,domain2
8064,0.8918,214,480290,1.0,domain2
8065,0.8918,214,480290,1.0,domain2
8066,0.8503,214,480290,,domain2
8067,0.8918,214,480290,2.0,domain2
8068,0.8918,214,480290,1.0,domain2
8069,0.8503,214,480290,1.0,domain2
8070,0.8503,214,480290,2.0,domain2
8071,0.8918,214,480290,1.0,domain2
8072,0.7849,214,480290,,domain2
8073,0.7849,214,480290,,domain2
8074,0.7213,214,480290,,domain2
8075,0.7849,214,480290,,domain2
8076,0.7213,214,480290,,domain2
8077,0.7213,214,480290,,domain2
8078,0.7849,214,480290,1.0,domain2
8079,0.7309,214,480290,1.0,domain2
8080,0.8824,214,480290,,domain2
8081,0.7309,214,480290,2.0,domain2
8082,0.8824,214,480290,,domain2
8083,0.8824,214,480290,,domain2
8084,0.8824,214,480290,1.0,domain2
8085,0.7309,214,480290,1.0,domain2
8086,0.7309,214,480290,1.0,domain2
8087,0.7309,214,480290,1.0,domain2
8088,1.3321,214,480290,1.0,domain2
8089,0.7309,214,480290,1.0,domain2
8090,0.8824,214,480290,1.0,domain2
8091,0.8824,214,480290,,domain2
8092,0.7309,214,480290,1.0,domain2
8093,0.8824,214,480290,,domain2
8094,0.7309,214,480290,1.0,domain2
8095,0.9655,214,480290,1.0,domain2
8096,0.7309,214,480290,1.0,domain2
8097,0.6391,214,480290,1.0,domain2
8098,0.6391,214,480290,,domain2
8099,0.6391,214,480290,,domain2
8100,0.8559,214,480290,,domain2
8101,0.6391,214,480290,,domain2
8102,1.2259,214,480290,,domain2
8103,1.2259,214,480290,1.0,domain2
8104,0.6391,214,480290,1.0,domain2
8105,0.8918,214,480290,1.0,domain2
8106,0.8503,214,480290,,domain2
8107,0.8503,214,480290,1.0,domain2
8108,0.6391,214,480290,1.0,domain2
8109,0.7213,214,480290,2.0,domain2
8110,0.7213,214,480290,1.0,domain2
8111,0.7213,214,480290,1.0,domain2
8112,0.7213,214,480290,1.0,domain2
8113,0.7213,214,480290,,domain2
8114,0.7849,214,480290,1.0,domain2
8115,0.8824,214,480290,,domain2
8116,1.2259,214,480290,1.0,domain2
8117,0.6391,214,480290,,domain2
8118,1.2259,214,480290,,domain2
8119,0.6391,214,480290,,domain2
8120,1.2259,214,480290,,domain2
8121,1.6416,214,480290,,domain2
8122,0.6391,214,480290,1.0,domain2
8123,1.2259,214,480290,1.0,domain2
8124,0.6391,214,480290,1.0,domain2
8125,1.2259,214,480290,2.0,domain2
8126,1.2259,214,480290,1.0,domain2
8127,0.8824,214,480290,1.0,domain2
8128,0.8824,214,480290,1.0,domain2
8129,0.8824,214,480290,1.0,domain2
8130,0.8824,214,480290,,domain2
8131,0.7309,214,480290,2.0,domain2
8132,0.7309,214,480290,1.0,domain2
8133,0.8824,214,480290,1.0,domain2
8134,0.8824,214,480290,,domain2
8135,0.7412,214,480290,1.0,domain2
8136,1.2259,214,480290,,domain2
8137,1.2259,214,480290,1.0,domain2
8138,1.2259,214,480290,,domain2
8139,0.6583,213,482090,1.0,domain2
8140,0.7332,213,482090,,domain2
8141,0.7332,213,482090,,domain2
8142,0.7565,213,482090,2.0,domain2
8143,0.6583,213,482090,,domain2
8144,0.7565,213,482090,1.0,domain2
8145,0.7332,213,482090,1.0,domain2
8146,0.6381,213,482090,1.0,domain2
8147,0.6583,213,482090,1.0,domain2
8148,0.6381,213,482090,,domain2
8149,0.6381,213,482090,1.0,domain2
8150,0.6583,213,482090,1.0,domain2
8151,0.6381,213,482090,,domain2
8152,0.6583,213,482090,,domain2
8153,0.6381,213,482090,,domain2
8154,1.0773,213,482090,1.0,domain2
8155,0.6583,213,482090,,domain2
8156,0.6583,213,482090,1.0,domain2
8157,0.7565,213,482090,1.0,domain2
8158,0.6583,213,482090,1.0,domain2
8159,0.6381,213,482090,,domain2
8160,0.6583,213,482090,,domain2
8161,0.6381,213,482090,1.0,domain2
8162,0.6583,213,482090,1.0,domain2
8163,0.6583,213,482090,2.0,domain2
8164,0.6583,213,482090,1.0,domain2
8165,0.6583,213,482090,1.0,domain2
8166,0.7565,213,482090,1.0,domain2
8167,0.6381,213,482090,1.0,domain2
8168,0.7565,213,482090,,domain2
8169,0.6381,213,482090,1.0,domain2
8170,0.6896,213,482090,1.0,domain2
8171,0.6583,213,482090,1.0,domain2
8172,0.6583,213,482090,,domain2
8173,0.6583,213,482090,1.0,domain2
8174,0.6583,213,482090,1.0,domain2
8175,0.6381,213,482090,,domain2
8176,0.6583,213,482090,1.0,domain2
8177,1.0442,213,482090,1.0,domain2
8178,0.6583,213,482090,1.0,domain2
8179,0.6381,213,482090,,domain2
8180,0.5856,213,482090,,domain2
8181,0.6654,213,482090,1.0,domain2
8182,0.6583,213,482090,1.0,domain2
8183,0.6381,213,482090,,domain2
8184,0.6381,213,482090,,domain2
8185,0.6583,213,482090,1.0,domain2
8186,0.6583,213,482090,1.0,domain2
8187,0.6381,213,482090,,domain2
8188,0.7332,213,482090,1.0,domain2
8189,0.6381,213,482090,1.0,domain2
8190,0.6381,213,482090,1.0,domain2
8191,0.6381,213,482090,1.0,domain2
8192,0.6583,213,482090,1.0,domain2
8193,0.6381,213,482090,1.0,domain2
8194,0.6381,213,482090,,domain2
8195,0.6381,213,482090,1.0,domain2
8196,0.3322,213,482090,1.0,domain2
8197,0.6654,213,482090,,domain2
8198,0.6654,213,482090,1.0,domain2
8199,1.2127,213,482090,1.0,domain2
8200,0.5856,213,482090,1.0,domain2
8201,0.5856,213,482090,,domain2
8202,0.5856,213,482090,1.0,domain2
8203,0.7626,213,482090,,domain2
8204,0.5856,213,482090,,domain2
8205,0.6654,213,482090,1.0,domain2
8206,0.6654,213,482090,,domain2
8207,0.5856,213,482090,,domain2
8208,0.5856,213,482090,1.0,domain2
8209,0.7626,213,482090,,domain2
8210,0.7836,213,482090,,domain2
8211,0.6654,213,482090,1.0,domain2
8212,0.5856,213,482090,1.0,domain2
8213,0.7626,213,482090,,domain2
8214,0.6654,213,482090,1.0,domain2
8215,0.5856,213,482090,1.0,domain2
8216,0.6654,213,482090,,domain2
8217,0.8665,213,482090,1.0,domain2
8218,0.5326,213,482090,,domain2
8219,0.8665,213,482090,,domain2
8220,0.5856,213,482090,1.0,domain2
8221,0.5856,213,482090,1.0,domain2
8222,0.6654,213,482090,,domain2
8223,0.5856,213,482090,1.0,domain2
8224,0.7626,213,482090,,domain2
8225,0.5093,213,482090,1.0,domain2
8226,0.6381,213,482090,2.0,domain2
8227,0.6654,213,482090,1.0,domain2
8228,0.5856,213,482090,,domain2
8229,0.8665,213,482090,1.0,domain2
8230,0.5856,213,482090,,domain2
8231,0.6654,213,482090,1.0,domain2
8232,0.6595,213,482090,1.0,domain2
8233,0.5326,213,482090,1.0,domain2
8234,0.7132,213,482090,1.0,domain2
8235,0.5326,213,482090,,domain2
8236,0.4925,213,482090,1.0,domain2
8237,0.7132,213,482090,1.0,domain2
8238,0.5326,213,482090,1.0,domain2
8239,0.4925,213,482090,1.0,domain2
8240,0.4925,213,482090,1.0,domain2
8241,0.4925,213,482090,1.0,domain2
8242,0.6177,213,482090,,domain2
8243,0.4925,213,482090,1.0,domain2
8244,0.7132,213,482090,1.0,domain2
8245,0.6086,213,482090,1.0,domain2
8246,0.4925,213,482090,,domain2
8247,0.7132,213,482090,,domain2
8248,0.7132,213,482090,1.0,domain2
8249,0.4925,213,482090,,domain2
8250,0.9871,213,482090,,domain2
8251,0.5326,213,482090,,domain2
8252,0.4925,213,482090,1.0,domain2
8253,0.5326,213,482090,1.0,domain2
8254,0.5326,213,482090,1.0,domain2
8255,0.4925,213,482090,1.0,domain2
8256,0.4925,213,482090,,domain2
8257,0.4925,213,482090,,domain2
8258,0.5326,213,482090,,domain2
8259,0.7132,213,482090,1.0,domain2
8260,0.4925,213,482090,,domain2
8261,0.6817,213,482090,1.0,domain2
8262,0.5093,213,482090,,domain2
8263,0.4925,213,482090,1.0,domain2
8264,0.4925,213,482090,,domain2
8265,0.5326,213,482090,,domain2
8266,0.4925,213,482090,,domain2
8267,0.6595,213,482090,1.0,domain2
8268,0.7132,213,482090,,domain2
8269,0.7132,213,482090,1.0,domain2
8270,0.6654,213,482090,1.0,domain2
8271,0.8665,213,482090,1.0,domain2
8272,0.5856,213,482090,1.0,domain2
8273,1.0673,213,482090,,domain2
8274,0.5856,213,482090,,domain2
8275,0.8665,213,482090,1.0,domain2
8276,0.5856,213,482090,,domain2
8277,0.5856,213,482090,,domain2
8278,0.6654,213,482090,,domain2
8279,0.6654,213,482090,1.0,domain2
8280,0.6654,213,482090,1.0,domain2
8281,0.5093,213,482090,1.0,domain2
8282,0.6381,213,482090,1.0,domain2
8283,0.6583,213,482090,,domain2
8284,0.7565,213,482090,1.0,domain2
8285,0.6817,213,482090,1.0,domain2
8286,0.6817,213,482090,2.0,domain2
8287,0.6817,213,482090,1.0,domain2
8288,0.8147,213,482090,,domain2
8289,0.6817,213,482090,1.0,domain2
8290,0.6654,213,482090,1.0,domain2
8291,0.7626,213,482090,,domain2
8292,0.5856,213,482090,,domain2
8293,0.3322,213,482090,,domain2
8294,0.5856,213,482090,1.0,domain2
8295,0.6654,213,482090,1.0,domain2
8296,0.5856,213,482090,,domain2
8297,0.6817,213,482090,1.0,domain2
8298,0.8147,213,482090,,domain2
8299,0.5093,213,482090,1.0,domain2
8300,0.8147,213,482090,,domain2
8301,0.8147,213,482090,,domain2
8302,0.8147,213,482090,,domain2
8303,0.5326,213,482090,,domain2
8304,0.4925,213,482090,1.0,domain2
8305,0.6086,213,482090,1.0,domain2
8306,0.5093,213,482090,1.0,domain2
8307,0.8147,213,482090,2.0,domain2
8308,0.6086,213,482090,,domain2
8309,0.5093,213,482090,,domain2
8310,0.6817,213,482090,,domain2
8311,0.5093,213,482090,,domain2
8312,0.5093,213,482090,,domain2
8313,0.8147,213,482090,1.0,domain2
8314,0.6595,213,482090,,domain2
8315,0.6086,213,482090,1.0,domain2
8316,0.6595,213,482090,,domain2
8317,0.4925,213,482090,,domain2
8318,0.7132,213,482090,1.0,domain2
8319,0.4925,213,482090,1.0,domain2
8320,0.5712,213,482090,,domain2
8321,0.6595,213,482090,1.0,domain2
8322,0.5093,213,482090,1.0,domain2
8323,0.6086,213,482090,,domain2
8324,0.6817,213,482090,,domain2
8325,0.6086,213,482090,,domain2
8326,0.5093,213,482090,1.0,domain2
8327,0.6086,213,482090,,domain2
8328,0.5093,213,482090,1.0,domain2
8329,0.8147,213,482090,,domain2
8330,0.6086,213,482090,,domain2
8331,0.8147,213,482090,1.0,domain2
8332,0.8147,213,482090,1.0,domain2
8333,0.6817,213,482090,,domain2
8334,0.5326,213,482090,,domain2
8335,0.5326,213,482090,1.0,domain2
8336,0.5326,213,482090,1.0,domain2
8337,0.4925,213,482090,,domain2
8338,0.40700000000000003,213,482090,1.0,domain2
8339,0.6086,213,482090,,domain2
8340,0.5093,213,482090,,domain2
8341,0.8147,213,482090,1.0,domain2
8342,0.6086,213,482090,,domain2
8343,0.6086,213,482090,1.0,domain2
8344,0.5093,213,482090,1.0,domain2
8345,0.6817,213,482090,,domain2
8346,0.6583,213,482090,2.0,domain2
8347,0.6086,213,482090,1.0,domain2
8348,0.8147,213,482090,1.0,domain2
8349,0.5093,213,482090,1.0,domain2
8350,0.5093,213,482090,,domain2
8351,0.6086,213,482090,1.0,domain2
8352,0.5093,213,482090,,domain2
8353,0.8147,213,482090,1.0,domain2
8354,0.5207,213,482090,,domain2
8355,0.7651,213,482090,1.0,domain2
8356,0.5207,213,482090,1.0,domain2
8357,0.7152,213,482090,1.0,domain2
8358,0.2944,213,482090,1.0,domain2
8359,0.7684,213,482090,,domain2
8360,0.6687,213,482090,1.0,domain2
8361,0.6714,213,482090,2.0,domain2
8362,0.2944,213,482090,,domain2
8363,0.3941,213,482090,2.0,domain2
8364,0.3941,213,482090,,domain2
8365,0.5207,213,482090,,domain2
8366,0.5207,213,482090,,domain2
8367,0.5207,213,482090,1.0,domain2
8368,0.5207,213,482090,,domain2
8369,0.6973,213,482090,1.0,domain2
8370,0.7651,213,482090,2.0,domain2
8371,0.5713,213,482090,1.0,domain2
8372,0.7651,213,482090,1.0,domain2
8373,0.3574,213,482090,1.0,domain2
8374,0.5207,213,482090,1.0,domain2
8375,0.5713,213,482090,1.0,domain2
8376,0.7651,213,482090,1.0,domain2
8377,0.5207,213,482090,,domain2
8378,0.5713,213,482090,,domain2
8379,0.6973,213,482090,,domain2
8380,0.5207,213,482090,1.0,domain2
8381,0.5207,213,482090,,domain2
8382,0.5207,213,482090,,domain2
8383,0.5713,213,482090,1.0,domain2
8384,0.7651,213,482090,,domain2
8385,0.9893,213,482090,,domain2
8386,0.9893,213,482090,,domain2
8387,0.9893,213,482090,1.0,domain2
8388,0.5888,213,482090,1.0,domain2
8389,0.9893,213,482090,1.0,domain2
8390,0.4522,213,482090,,domain2
8391,0.4522,213,482090,1.0,domain2
8392,0.4522,213,482090,,domain2
8393,0.4522,213,482090,,domain2
8394,0.9893,213,482090,1.0,domain2
8395,0.5713,213,482090,1.0,domain2
8396,0.5713,213,482090,1.0,domain2
8397,0.5713,213,482090,1.0,domain2
8398,0.4522,213,482090,,domain2
8399,0.9893,213,482090,,domain2
8400,0.9893,213,482090,1.0,domain2
8401,0.4522,213,482090,1.0,domain2
8402,0.9893,213,482090,,domain2
8403,0.8241,213,482090,1.0,domain2
8404,0.4522,213,482090,1.0,domain2
8405,0.4522,213,482090,,domain2
8406,1.8029,213,482090,1.0,domain2
8407,1.2882,213,482090,1.0,domain2
8408,0.4522,213,482090,1.0,domain2
8409,0.5888,213,482090,1.0,domain2
8410,0.4522,213,482090,1.0,domain2
8411,0.8241,213,482090,1.0,domain2
8412,0.4522,213,482090,2.0,domain2
8413,0.4522,213,482090,1.0,domain2
8414,0.4522,213,482090,1.0,domain2
8415,0.4522,213,482090,1.0,domain2
8416,1.2882,213,482090,1.0,domain2
8417,0.4522,213,482090,,domain2
8418,0.5888,213,482090,1.0,domain2
8419,0.5888,213,482090,1.0,domain2
8420,0.4522,213,482090,,domain2
8421,0.4522,213,482090,2.0,domain2
8422,0.5888,213,482090,,domain2
8423,0.4522,213,482090,,domain2
8424,0.4522,213,482090,,domain2
8425,0.2944,213,482090,1.0,domain2
8426,0.5888,213,482090,1.0,domain2
8427,0.4522,213,482090,1.0,domain2
8428,0.6276,213,482090,1.0,domain2
8429,1.8029,213,482090,1.0,domain2
8430,0.9893,213,482090,,domain2
8431,0.2944,213,482090,,domain2
8432,0.2944,213,482090,,domain2
8433,0.2944,213,482090,1.0,domain2
8434,0.5173,213,482090,1.0,domain2
8435,1.1026,213,482090,1.0,domain2
8436,0.5888,213,482090,,domain2
8437,0.5888,213,482090,,domain2
8438,1.2882,213,482090,1.0,domain2
8439,0.9893,213,482090,,domain2
8440,0.2944,213,482090,,domain2
8441,0.2944,213,482090,,domain2
8442,0.2944,213,482090,1.0,domain2
8443,0.2944,213,482090,1.0,domain2
8444,0.2944,213,482090,2.0,domain2
8445,0.6276,213,482090,,domain2
8446,0.3941,213,482090,1.0,domain2
8447,0.2944,213,482090,1.0,domain2
8448,0.2944,213,482090,,domain2
8449,0.2944,213,482090,1.0,domain2
8450,0.4522,213,482090,1.0,domain2
8451,0.4522,213,482090,2.0,domain2
8452,0.4522,213,482090,1.0,domain2
8453,1.2882,213,482090,2.0,domain2
8454,0.9893,213,482090,1.0,domain2
8455,0.4522,213,482090,1.0,domain2
8456,0.5888,213,482090,2.0,domain2
8457,0.5713,213,482090,2.0,domain2
8458,0.5713,213,482090,1.0,domain2
8459,0.5207,213,482090,1.0,domain2
8460,0.5713,213,482090,1.0,domain2
8461,0.5713,213,482090,1.0,domain2
8462,0.5207,213,482090,1.0,domain2
8463,0.6973,213,482090,1.0,domain2
8464,0.6276,213,482090,1.0,domain2
8465,0.2944,213,482090,,domain2
8466,0.2944,213,482090,,domain2
8467,0.2944,213,482090,,domain2
8468,0.8402,213,482090,2.0,domain2
8469,0.6276,213,482090,1.0,domain2
8470,0.5713,213,482090,,domain2
8471,1.0589,213,482090,1.0,domain2
8472,0.5207,213,482090,1.0,domain2
8473,0.2944,213,482090,1.0,domain2
8474,0.3941,213,482090,,domain2
8475,0.6276,213,482090,,domain2
8476,0.6276,213,482090,,domain2
8477,0.6276,213,482090,2.0,domain2
8478,0.6276,213,482090,1.0,domain2
8479,0.3941,213,482090,1.0,domain2
8480,0.2944,213,482090,,domain2
8481,0.5713,213,482090,1.0,domain2
8482,0.5713,213,482090,,domain2
8483,0.6973,213,482090,2.0,domain2
8484,0.5207,213,482090,,domain2
8485,0.5713,213,482090,,domain2
8486,0.5713,213,482090,1.0,domain2
8487,0.5207,213,482090,,domain2
8488,0.5713,213,482090,,domain2
8489,0.7651,213,482090,2.0,domain2
8490,0.2944,213,482090,,domain2
8491,0.6276,213,482090,2.0,domain2
8492,0.8402,213,482090,2.0,domain2
8493,0.7152,213,482090,1.0,domain2
8494,0.6687,213,482090,1.0,domain2
8495,0.6687,213,482090,,domain2
8496,0.7651,213,482090,1.0,domain2
8497,0.2944,213,482090,,domain2
8498,1.1026,213,482090,,domain2
8499,0.8402,213,482090,2.0,domain2
8500,0.3941,213,482090,1.0,domain2
8501,0.8402,213,482090,1.0,domain2
8502,0.3941,213,482090,2.0,domain2
8503,0.6714,213,482090,,domain2
8504,0.2944,213,482090,2.0,domain2
8505,0.7152,213,482090,,domain2
8506,0.8218,213,482090,1.0,domain2
8507,0.7152,213,482090,,domain2
8508,0.7152,213,482090,1.0,domain2
8509,0.2944,213,482090,1.0,domain2
8510,0.2944,213,482090,,domain2
8511,0.3941,213,482090,,domain2
8512,0.2944,213,482090,,domain2
8513,0.3941,213,482090,,domain2
8514,0.6714,213,482090,1.0,domain2
8515,0.6276,213,482090,2.0,domain2
8516,0.315,213,482090,2.0,domain2
8517,0.7152,213,482090,2.0,domain2
8518,0.6687,213,482090,,domain2
8519,1.0943,213,482090,,domain2
8520,0.7152,213,482090,,domain2
8521,0.7152,213,482090,1.0,domain2
8522,0.8218,213,482090,1.0,domain2
8523,0.6687,213,482090,1.0,domain2
8524,0.7152,213,482090,1.0,domain2
8525,0.7152,213,482090,1.0,domain2
8526,0.6276,213,482090,1.0,domain2
8527,0.8218,213,482090,2.0,domain2
8528,0.7152,213,482090,1.0,domain2
8529,0.7152,213,482090,1.0,domain2
8530,0.6687,213,482090,,domain2
8531,0.7152,213,482090,,domain2
8532,0.7152,213,482090,,domain2
8533,0.7152,213,482090,1.0,domain2
8534,0.7152,213,482090,1.0,domain2
8535,0.6687,213,482090,,domain2
8536,0.6687,213,482090,2.0,domain2
8537,1.0943,213,482090,,domain2
8538,0.6687,213,482090,1.0,domain2
8539,0.6687,213,482090,,domain2
8540,0.7152,213,482090,1.0,domain2
8541,0.6687,213,482090,1.0,domain2
8542,0.7684,213,482090,1.0,domain2
8543,0.7684,213,482090,,domain2
8544,0.6687,213,482090,1.0,domain2
8545,0.6687,213,482090,,domain2
8546,0.7152,213,482090,2.0,domain2
8547,0.7152,213,482090,1.0,domain2
8548,1.0943,213,482090,2.0,domain2
8549,1.0943,213,482090,1.0,domain2
8550,1.0943,213,482090,1.0,domain2
8551,0.6687,213,482090,1.0,domain2
8552,0.8218,213,482090,1.0,domain2
8553,0.6687,213,482090,,domain2
8554,0.6687,213,482090,,domain2
8555,0.7152,213,482090,1.0,domain2
8556,0.6232,101,540390,,domain2
8557,0.8005,101,540390,1.0,domain2
8558,0.8005,101,540390,,domain2
8559,0.8386,101,540390,1.0,domain2
8560,0.8386,101,540390,1.0,domain2
8561,0.8005,101,540390,1.0,domain2
8562,0.4269,101,540390,,domain2
8563,0.8005,101,540390,1.0,domain2
8564,0.8005,101,540390,,domain2
8565,0.5949,101,540390,1.0,domain2
8566,0.8005,101,540390,1.0,domain2
8567,0.8005,101,540390,1.0,domain2
8568,0.8005,101,540390,2.0,domain2
8569,0.8005,101,540390,1.0,domain2
8570,0.8386,101,540390,,domain2
8571,1.1943,101,540390,1.0,domain2
8572,0.6966,101,540390,1.0,domain2
8573,0.8005,101,540390,1.0,domain2
8574,0.8386,101,540390,,domain2
8575,0.4269,101,540390,,domain2
8576,0.8386,101,540390,1.0,domain2
8577,0.8386,101,540390,,domain2
8578,0.8386,101,540390,1.0,domain2
8579,0.8005,101,540390,,domain2
8580,0.8386,101,540390,1.0,domain2
8581,0.8386,101,540390,1.0,domain2
8582,0.8005,101,540390,,domain2
8583,1.1079999999999999,101,540390,1.0,domain2
8584,0.6552,101,540390,,domain2
8585,0.6552,101,540390,1.0,domain2
8586,1.1079999999999999,101,540390,,domain2
8587,0.6552,101,540390,1.0,domain2
8588,0.6552,101,540390,1.0,domain2
8589,0.6552,101,540390,1.0,domain2
8590,0.8599,101,540390,,domain2
8591,1.1079999999999999,101,540390,1.0,domain2
8592,1.0701,101,540390,1.0,domain2
8593,0.7298,101,540390,1.0,domain2
8594,1.1943,101,540390,1.0,domain2
8595,0.8005,101,540390,1.0,domain2
8596,0.9728,101,540390,1.0,domain2
8597,1.0461,101,540390,,domain2
8598,1.0461,101,540390,,domain2
8599,2.2634,101,540390,,domain2
8600,1.0701,101,540390,2.0,domain2
8601,1.6354,101,540390,1.0,domain2
8602,0.6552,101,540390,1.0,domain2
8603,0.6552,101,540390,,domain2
8604,1.1079999999999999,101,540390,1.0,domain2
8605,0.6552,101,540390,1.0,domain2
8606,0.6552,101,540390,,domain2
8607,1.4541,101,540390,,domain2
8608,1.1079999999999999,101,540390,1.0,domain2
8609,0.6552,101,540390,,domain2
8610,0.6552,101,540390,,domain2
8611,0.6552,101,540390,1.0,domain2
8612,0.6552,101,540390,,domain2
8613,1.0461,101,540390,,domain2
8614,0.9728,101,540390,1.0,domain2
8615,0.9728,101,540390,1.0,domain2
8616,0.9728,101,540390,2.0,domain2
8617,0.9728,101,540390,1.0,domain2
8618,1.0461,101,540390,1.0,domain2
8619,1.0461,101,540390,1.0,domain2
8620,1.0461,101,540390,1.0,domain2
8621,0.6552,101,540390,,domain2
8622,1.0461,101,540390,,domain2
8623,0.8797,101,540390,,domain2
8624,1.0461,101,540390,1.0,domain2
8625,1.0461,101,540390,1.0,domain2
8626,1.1079999999999999,101,540390,,domain2
8627,1.1079999999999999,101,540390,1.0,domain2
8628,0.6552,101,540390,,domain2
8629,0.9728,101,540390,1.0,domain2
8630,1.1079999999999999,101,540390,1.0,domain2
8631,0.9728,101,540390,1.0,domain2
8632,0.9728,101,540390,1.0,domain2
8633,0.9728,101,540390,1.0,domain2
8634,0.9728,101,540390,1.0,domain2
8635,1.6354,101,540390,,domain2
8636,1.6354,101,540390,1.0,domain2
8637,1.0701,101,540390,,domain2
8638,1.6354,101,540390,,domain2
8639,1.6354,101,540390,,domain2
8640,1.0701,101,540390,1.0,domain2
8641,1.0701,101,540390,,domain2
8642,1.0701,101,540390,,domain2
8643,1.0701,101,540390,1.0,domain2
8644,1.0701,101,540390,1.0,domain2
8645,1.0701,101,540390,1.0,domain2
8646,1.219,101,540390,,domain2
8647,1.5997,101,540390,1.0,domain2
8648,1.219,101,540390,,domain2
8649,0.8535,101,540390,1.0,domain2
8650,0.8535,101,540390,,domain2
8651,0.8535,101,540390,2.0,domain2
8652,0.8535,101,540390,,domain2
8653,0.8535,101,540390,1.0,domain2
8654,1.1945,101,540390,1.0,domain2
8655,1.1945,101,540390,1.0,domain2
8656,1.1945,101,540390,1.0,domain2
8657,2.4278,101,540390,1.0,domain2
8658,1.433,101,540390,2.0,domain2
8659,1.0063,101,540390,1.0,domain2
8660,1.0063,101,540390,1.0,domain2
8661,1.5941,101,540390,1.0,domain2
8662,1.5941,101,540390,2.0,domain2
8663,1.5941,101,540390,2.0,domain2
8664,1.0063,101,540390,1.0,domain2
8665,1.0063,101,540390,,domain2
8666,1.5941,101,540390,1.0,domain2
8667,1.9318,101,540390,,domain2
8668,1.219,101,540390,1.0,domain2
8669,1.9318,101,540390,,domain2
8670,1.5997,101,540390,,domain2
8671,1.6399,101,540390,1.0,domain2
8672,2.2696,101,540390,,domain2
8673,1.2751,101,540390,1.0,domain2
8674,1.7647,101,540390,1.0,domain2
8675,1.2751,101,540390,1.0,domain2
8676,1.6399,101,540390,,domain2
8677,1.6399,101,540390,1.0,domain2
8678,0.8757,101,540390,2.0,domain2
8679,2.4278,101,540390,1.0,domain2
8680,3.3978,101,540390,,domain2
8681,0.8535,101,540390,1.0,domain2
8682,3.3978,101,540390,,domain2
8683,3.3978,101,540390,,domain2
8684,0.8535,101,540390,,domain2
8685,1.1945,101,540390,1.0,domain2
8686,1.1945,101,540390,1.0,domain2
8687,0.8757,101,540390,1.0,domain2
8688,1.5941,101,540390,,domain2
8689,2.2702,101,540390,1.0,domain2
8690,1.0063,101,540390,1.0,domain2
8691,1.433,101,540390,1.0,domain2
8692,1.433,101,540390,,domain2
8693,1.433,101,540390,,domain2
8694,1.5941,101,540390,,domain2
8695,1.5941,101,540390,,domain2
8696,1.2751,101,540390,,domain2
8697,1.2751,101,540390,1.0,domain2
8698,1.2751,101,540390,,domain2
8699,1.2751,101,540390,1.0,domain2
8700,1.6399,101,540390,,domain2
8701,2.5352,101,540390,1.0,domain2
8702,1.219,101,540390,1.0,domain2
8703,1.9318,101,540390,1.0,domain2
8704,2.5352,101,540390,1.0,domain2
8705,1.5997,101,540390,1.0,domain2
8706,1.0081,101,540390,,domain2
8707,1.5817,101,540390,,domain2
8708,1.0081,101,540390,1.0,domain2
8709,1.0081,101,540390,1.0,domain2
8710,1.0081,101,540390,,domain2
8711,1.0081,101,540390,2.0,domain2
8712,1.5817,101,540390,,domain2
8713,1.0081,101,540390,1.0,domain2
8714,1.5817,101,540390,1.0,domain2
8715,0.3865,101,540390,1.0,domain2
8716,1.5817,101,540390,1.0,domain2
8717,1.5817,101,540390,,domain2
8718,1.0081,101,540390,1.0,domain2
8719,1.5817,101,540390,1.0,domain2
8720,1.0081,101,540390,1.0,domain2
8721,1.5477,101,540390,1.0,domain2
8722,2.3012,101,540390,1.0,domain2
8723,1.5477,101,540390,1.0,domain2
8724,2.3012,101,540390,1.0,domain2
8725,2.3012,101,540390,,domain2
8726,2.3012,101,540390,2.0,domain2
8727,1.5477,101,540390,,domain2
8728,1.5477,101,540390,1.0,domain2
8729,1.5477,101,540390,,domain2
8730,2.3012,101,540390,1.0,domain2
8731,1.2648,101,540390,,domain2
8732,2.3012,101,540390,1.0,domain2
8733,1.5477,101,540390,1.0,domain2
8734,1.4521,101,540390,2.0,domain2
8735,1.2365,101,540390,2.0,domain2
8736,1.2365,101,540390,1.0,domain2
8737,1.4521,101,540390,1.0,domain2
8738,0.7743,101,540390,1.0,domain2
8739,0.7199,101,540390,,domain2
8740,1.2365,101,540390,,domain2
8741,1.4521,101,540390,2.0,domain2
8742,1.2365,101,540390,1.0,domain2
8743,1.4521,101,540390,,domain2
8744,1.2365,101,540390,1.0,domain2
8745,1.7609,101,540390,1.0,domain2
8746,1.2365,101,540390,,domain2
8747,1.5477,101,540390,2.0,domain2
8748,1.5477,101,540390,1.0,domain2
8749,2.3012,101,540390,1.0,domain2
8750,1.5477,101,540390,1.0,domain2
8751,1.2648,101,540390,,domain2
